a,b,t
-1.0570897180452483,0.06444321851267967,0
0.06419041306088136,0.00033612890249140603,1
-0.7273127767387177,0.7105361730326741,0
-0.12414686981741616,0.015065695672239037,1
-0.14477407306049436,0.03070325084591167,1
0.2824891579090337,0.9329109818546523,0
0.24849563657817453,-1.143001655250999,0
0.03875019216468299,-0.1784240594496837,1
-0.001167856786371907,0.03745338352715675,1
0.06462957654307822,0.11706258166248683,1
0.03668287661060695,-0.08866971197133561,1
0.15254431881753147,-0.9811970795269703,0
-0.059221100144070844,0.038945332384350495,1
0.9537345840427083,-0.494299652977145,0
-0.8844960359778775,0.2119885769558666,0
0.11035323224040172,0.17073549600108484,1
-0.17355590153001244,-0.06787155999630867,1
-0.11378293297911443,-0.05931450802385345,1
-0.27460058453783787,-1.0274074416497896,0
-0.7430245620234222,-0.7238277451509575,0
0.8497002153003074,-0.4890804544773983,0
-0.06190215938599632,0.0033835447922929973,1
-0.09623388516669085,-0.09018559779819546,1
0.016468922763326364,0.8613762162944589,0
-0.0766988396065189,-0.06420370644154033,1
0.9619045419845902,-0.007359424326892169,0
-0.8848678707019351,-0.2789294384885932,0
0.11166850194671342,0.14545940583538605,1
0.07967311410601834,-0.16055625923091976,1
0.9812699889243067,-0.32236856888938337,0
-0.17952762114606471,-0.9231323839945924,0
-0.27214015987341694,-0.9268980284175743,0
0.1835860834730244,-0.08707865654188823,1
0.1310691979786473,0.12019053656873593,1
0.11186258854218063,-0.06821147923259059,1
-0.28765039720397517,-1.0454349441125832,0
-0.5003665894650545,-0.9745152324744216,0
-0.09033505138551401,-0.004117833474544391,1
-0.055603496147902234,-0.11154185155599143,1
0.1592260551631909,-0.12083052118619711,1
0.10071230737921873,0.03937831055735477,1
0.1225280101288598,-0.011756541521863922,1
-0.584838552100086,0.8241634609699564,0
0.1652346054336625,1.007138317351171,0
-0.6134376164834596,0.7511917555686024,0
0.016704132824210283,0.09605380346222908,1
-0.09810336977159687,0.12167566499601858,1
-0.027888143756095496,-0.07478193751487021,1
0.03921542490355867,0.13658336201929228,1
0.44292499650397404,0.8250297484481046,0
0.8054869219235372,0.4541975816534867,0
-0.8466392230360615,-0.484191982812589,0
0.2699792007975631,0.9570553679841295,0
1.0101550569853512,0.0859028397235441,0
0.973306522661322,0.4243936781006525,0
0.032174154977809066,0.15478870965087071,1
-0.3421539654519085,-0.9804292956145321,0
0.07018097787107355,-0.017818587085965072,1
0.7364233273476777,-0.7016677779223055,0
-0.6993332257560808,0.6242343548886287,0
0.9454667037973155,-0.5534302515672638,0
-0.11862672724749748,0.030690238914952934,1
-0.9236028042404709,-0.33404782701368924,0
0.04281711275466564,-0.03948749323003605,1
-0.0050600250043198874,-0.06893731380537443,1
0.943335712177356,0.45443820427604686,0
0.8768251634836347,-0.40818388154150387,0
0.0781140875933404,0.021718857362803448,1
1.1058614476843285,-0.10227456557143381,0
0.08681890692327007,-0.05375114136440121,1
-0.4373672307814417,-0.958879406268751,0
-0.07144921905597997,0.02847537477545274,1
-0.750110393223625,-0.636626661445179,0
0.16433245214917674,0.04788778017213951,1
-0.38569584985638233,-0.9582625951808625,0
0.8745927943725816,-0.47097196464150615,0
0.1385464757155647,0.9962531644643476,0
-0.10240218061020392,-0.035657194661853055,1
0.05536997896627226,0.15139441596253053,1
-0.9794533684786654,0.10493430216762545,0
0.03286896893215885,-0.02137053900517516,1
0.05648926050609138,-0.08243817833960429,1
0.015147052628280894,-0.08440334606929446,1
0.1902962377696673,0.042081404515379894,1
0.9716594036243796,0.20460966637984943,0
0.0004904092865879832,0.052742395320302,1
0.6669680318389942,0.6838025501635788,0
0.10289452807817762,0.06917521517895164,1
-0.6111439410384172,0.6861935293553375,0
0.1015160476705489,0.13339746219967685,1
-0.10593649403317644,0.056694857236353355,1
-0.36467354892190834,0.9186023967693575,0
0.9559265395422504,0.2362571741081185,0
-0.8054916392471225,-0.7537155288883873,0
0.14994507524337378,-1.0787698738542724,0
-0.07162987850741058,0.01236722565258077,1
-0.08288520022487005,0.07303314226149617,1
-0.10100978716976222,-0.1357687833296916,1
0.20181991239750754,-0.9996701412907613,0
0.0733053910860261,0.11751756393059432,1
0.8575942100512076,0.25560695053061894,0
-0.9102906883603724,-0.3649042702899288,0
0.004923158451773461,-0.08465272168666732,1
0.14749562599604304,0.012376253233253406,1
0.011278125748124784,0.1363257595796795,1
-0.04056155981349818,-0.14751151099428525,1
-0.05406416543490715,-0.12251539467226813,1
-0.3459128038310168,0.9875816801810908,0
-0.20747899641612605,-0.0626496957441588,1
0.4121466150408272,0.9027404526798775,0
0.6131427039766415,-0.7086710641340996,0
0.7978270558648958,0.7459839865649336,0
0.01029086490265703,-0.041771921239504003,1
-0.029158136372937772,-0.004707749216733642,1
-0.8337360137980246,-0.5639981123618074,0
-0.18740414782391046,0.08272219576881107,1
0.07238886798250665,0.12917547442520966,1
0.09374240065322396,0.05178884462266579,1
0.37904076387930946,0.9301024361616925,0
0.03654855282688075,-0.1317904440131391,1
-0.04545190371510724,0.03730790679179415,1
-0.8804098930095849,0.33328617381665304,0
0.16982730900306575,-0.9694391712445236,0
0.07018031849562148,0.08783100130168774,1
0.7919348525094314,-0.6217171844782551,0
0.007718271834313131,0.08739859960638714,1
0.31353015827474684,0.9235873138762049,0
-0.9450334909841305,0.3149074914759411,0
-0.9785310085411687,0.21877854989939066,0
-0.4324028212866033,0.8260955000131587,0
-0.3203444353885408,0.9481703234873041,0
0.9915710683971735,0.23339159071631776,0
-0.302588236544795,-0.8387610947324542,0
-0.3553853483392133,1.0084897850735826,0
0.057914512846842556,0.06646642241348293,1
0.3943869854620407,1.0258841444239124,0
0.05730206034148683,0.0015022447051508403,1
-0.08615040900656419,0.0028174795373737405,1
-0.6463786806690157,-0.7597814760404024,0
0.04399056942518162,0.14986780707720704,1
0.011392003466225695,0.10556340940615813,1
-0.058522074724007306,0.17539315942320247,1
-0.05843312992963692,0.08385022239402713,1
-0.11816369192707916,0.039948469260300955,1
0.10604571285176426,-0.04443565099613442,1
-0.1094956367735729,-0.05100092077413021,1
0.060386001767121146,0.1435489856861366,1
-0.8752399089086498,0.44042543472702156,0
-0.05992552432770913,0.10673889798917716,1
0.08540271481235538,-0.028818570625646654,1
0.03564629829884759,0.15969353797802763,1
-0.12959955472793946,-0.017638380877847082,1
-0.6685521496084069,-0.8116856644816086,0
-0.7347597780095976,0.6928430418455105,0
0.8589449297620214,0.3791575744651571,0
0.0013550413721918966,0.12677863783750604,1
0.19189588869922414,-0.07461201877105086,1
-0.15975613884039713,-0.06695988412395715,1
-0.31936754737659667,-0.9395005735995057,0
-0.6744358824454642,0.8074849350554028,0
0.6795970197840977,-0.6916522759210502,0
-0.08142205878001982,0.17377862898103363,1
0.17337363271147985,-1.0143454397068983,0
0.1305633238809051,-0.004089236524129215,1
-0.3505864209677948,0.942434617584928,0
-0.14859734887540565,-0.0340217194558895,1
-0.1503400603902475,0.03881554915825236,1
0.13266297272952737,0.011890603504859206,1
0.8146282076174279,-0.42387209033854406,0
-0.4756174879862819,0.8389011979632924,0
0.3043729935027244,-0.9201152769691677,0
0.6119498697804961,-0.7582031827597099,0
-0.9497153565053353,0.3909027254529992,0
0.047143562252636474,-0.03469168094290747,1
-0.007988936189657563,-0.07459314368552612,1
-0.9420977112145908,-0.2609280997860098,0
-0.7311265531676077,0.7103605072444751,0
-0.02677693373578464,0.0038288099805158793,1
-0.05305528545822929,0.12343763443761072,1
-0.9042751806249832,0.3976615192882764,0
0.1312723092681278,-0.049074587356005485,1
0.3093204331395944,0.9611325796592617,0
0.8961465654285355,-0.39189649560127143,0
-0.052161528079711035,-0.047298211366018444,1
0.15014404824557095,0.04523615919771443,1
-0.8162299341646639,-0.6179877824301782,0
-0.950164602088167,-0.2598587186391615,0
0.05923026080881147,-0.07961003448225122,1
-1.0585625389585123,-0.2790509417045978,0
0.781220642823757,0.6666937045095641,0
0.016071264171033037,-0.12178219156791803,1
-0.026397975932949187,0.11314753666741258,1
0.12724760972355473,0.06359295276770864,1
0.10811959582878966,0.14010579532093315,1
0.14410286785662513,-0.06602940518867433,1
-0.5136166904319679,0.8445950835747591,0
0.19134369146748265,-0.025879198105064786,1
-0.5622091363426535,-0.8481553563639042,0
-0.508267118509108,-0.8341937134072,0
0.7118347454011156,-0.7143974606711709,0
0.004026536465852826,-0.10235818292487128,1
0.12852157296288588,-0.0780290750383359,1
0.954277057590548,-0.3668246609044768,0
0.12295110786257521,0.034068885675620955,1
-0.057268604994039254,-0.04525077371241443,1
-0.8320087461047815,-0.47782445429268705,0
0.4112778356683461,-0.9020129267832473,0
-0.017193903237068014,-0.1422980958077707,1
0.9425758535722566,0.519083584921405,0
-0.3938492006451086,0.8702855109362814,0
-0.9386902344761896,-0.2865950536189752,0
-0.9509263499084551,-0.3489141638494323,0
0.15464895615434493,0.11474634338768927,1
0.14713268077057856,-0.017468854045125833,1
0.10664050379249546,0.16032756741099835,1
0.11952555964369951,-0.18426495842831225,1
1.004483122132276,0.23876660913484815,0
0.11908165865194363,0.05311842332767454,1
-0.8506811933145666,-0.42439030711158254,0
0.29812602629548757,-0.9037100813615336,0
-0.32224233395147106,-0.7922428825108011,0
0.012131360036418893,-0.13426881675840577,1
-0.005393238849637064,-0.04789466145835882,1
-0.09954208500408143,0.15621881357964496,1
0.9919377868064233,-0.46112455390407403,0
0.04543277596106473,-0.9234013945601334,0
-0.08514237595039874,-0.10733097703168279,1
0.06955380423112603,-0.9606409657194891,0
0.5484054939090717,-0.8429164405823181,0
0.6315053567121923,-0.8976919405304107,0
0.1141845765164348,-0.016722327078062503,1
0.9841065819021789,-0.44908901310495614,0
-0.02343013160790841,-0.013404824229992597,1
-0.021954960979159388,0.09983258957686232,1
0.8766770518786067,-0.17594307737744408,0
0.17811124668492231,1.0361569622500617,0
0.9374072650520122,0.5064537604055181,0
-0.036796425283369204,0.012005100283256794,1
0.8537365114200265,-0.3524891400259151,0
-1.0100427146326538,-0.20068829287239684,0
0.6741334966273191,0.7094254618117807,0
0.9416982050466783,0.2679203487394502,0
0.08715213396326493,0.08325605328244638,1
0.09749217866345992,-0.10792345412287395,1
-0.8283875455908999,0.38305054298283037,0
-0.10729457507319926,0.013132010628757735,1
-0.03868707682270436,0.008940621921636027,1
-0.09916582144608901,0.03856244598260676,1
0.9488723974602716,0.3377222202578554,0
-0.21042297947433208,0.9801210475508463,0
0.014512604252856387,-0.11432747860442452,1
0.1043252277960119,-0.9958492130972282,0
0.061106584094593595,0.08653252371437462,1
0.09898508205287193,-0.052899668715679145,1
-0.004234395042808439,0.05277544578119847,1
-0.07200366351072159,0.17096924796746446,1
-0.11022312264233139,0.04337893368097337,1
0.1556427387542709,0.9920145900718488,0
-0.2626957860047977,-0.9412852183583315,0
-0.8736979077210894,0.5363804242049093,0
-0.18228277929992118,0.025725524493047082,1
-0.11808021014242052,-0.1518800073870986,1
0.07244998133753448,-0.09036735908058671,1
0.09673215389950597,-0.006439150081762077,1
0.05388017721818706,0.1142523654606413,1
-0.0259164771994008,0.03732926181491985,1
0.15735021390133894,0.013641336292969727,1
0.023727426558519726,-0.038874143156207366,1
0.007831108875874637,-0.11523046788538835,1
0.03240870020085325,-0.06894591322653315,1
-0.10447679964522708,0.09188743871670835,1
-0.08279182193723317,0.15289531936336212,1
-0.9636066886122292,-0.21294093801056094,0
-0.11067994077220238,0.1301378955200463,1
-0.0362360669556178,0.07255223656429638,1
0.6903550333700155,0.528768952821564,0
0.1898476059783784,0.9562589556738985,0
-0.7190890317644965,0.8121229714109602,0
-0.09682691364263278,0.026766083913664813,1
-0.8382337586745139,-0.598314267233766,0
1.019348896884727,-0.24292162809119577,0
0.7650794790301743,-0.4774492251739694,0
0.029395142188363393,-0.9382258192381383,0
0.08705418845430941,0.9855496023849897,0
-0.05482655929637292,-0.06299376860193381,1
-0.10518697526751697,-0.10905529984543261,1
-0.10245231775788197,-0.03918955370760326,1
-0.31112396797626346,0.9436177241106964,0
-0.0798985776493404,-0.10063623321523692,1
-0.9353001575983269,0.05581383084289904,0
0.05985917832687334,0.06684526755470253,1
0.8734598938534126,0.4105798027906193,0
-0.0800463674359412,0.13493575411260478,1
0.0987250296470234,-0.05385568715907707,1
0.06958109011635835,0.013011288070886695,1
-0.9445374505053794,-0.22749706499058486,0
0.09323729157947945,-0.8903474706576486,0
-0.06433644159166776,-0.08239867811059555,1
0.09658184651995856,-1.0043057415389365,0
-0.1160730215283788,0.09306657943990657,1
-0.006800718545161254,0.11898734921285636,1
0.746165282343186,-0.6777424659240463,0
0.40046651925326426,0.9219959464684948,0
-0.8444441926957049,-0.4867469310747956,0
-0.30397225262332433,0.9711236960406483,0
0.08428564416278567,-0.07641832224875048,1
-1.021476836911171,-0.25834307537066353,0
-0.5436736071211946,0.8964783055143114,0
-0.17325190050098654,1.0422208395085346,0
-0.5299207045042121,0.7278456692183836,0
0.3352562425766223,0.9869558643854834,0
-0.04440670460932823,-0.9319433700846615,0
0.8059521837624333,-0.5725490612282306,0
0.07863445544566189,0.1240505157986106,1
-0.08338759633238114,-0.011238072109781325,1
0.03724790231467627,-0.015821508709941756,1
0.07507123687988103,0.07513866073916077,1
-0.9125514984241313,0.46631204532019643,0
0.8921036757790315,-0.5280198053295526,0
-0.5235170285759914,-0.7554783215040897,0
-0.9864590639499963,0.027075943159116895,0
1.051549599192385,0.28923360478488974,0
-0.6030723809947512,0.9200271748039269,0
0.16483046647095786,-1.071921703149238,0
-0.15474212868555667,-0.058268617565017805,1
-0.6938704932265158,-0.6260525728090452,0
0.6695508429064339,-0.711039451760778,0
0.661807524980724,0.7103455404320401,0
-0.9589822813851522,-0.1731894198931538,0
-0.010137225873549621,-0.04455361518463336,1
0.0004369751538086473,-0.11880811298776399,1
0.09187267079744485,0.09277743415587549,1
-0.5400800679682163,-0.8412097485752594,0
-0.9279920086576592,0.5808411491539271,0
-0.9340171972491773,-0.6327186235604492,0
-0.3998168918307594,0.8825643626187587,0
-0.27543626064801013,-0.8658622650523076,0
-0.40677533003937216,1.005473063577101,0
0.6259633449824138,-0.7361631855491646,0
1.161348008415424,-0.05572264728111877,0
-0.06491966644326416,0.033633514078824256,1
0.7040015946999887,-0.6921104229709618,0
0.08376876542954695,-1.0697325337901145,0
-1.0008680502191194,0.4489770173131644,0
0.8246163263126327,-0.5289923445395277,0
0.1404057012696996,-0.09040446154328546,1
0.02235782198047237,-0.01770319223153101,1
-0.7411391737553158,-0.6174929574010949,0
-0.06586443845610682,-0.0036109116740219056,1
-0.0014007406525335525,0.0016162681660722572,1
0.04119468264465748,1.0322465301043526,0
-0.8998005867332275,0.6526553858259283,0
-0.07312392263913639,-0.03412597748666277,1
0.7174197575693683,0.6804475599900057,0
0.036661778142990806,-0.1234965756611626,1
0.022139333834910985,-0.16285377638783255,1
-0.007361234210345393,0.04121233302595964,1
-0.025993255606858112,-0.04605231560296342,1
-0.0713520566096664,0.05720393585029909,1
0.02988528729210213,-0.09474473922746124,1
0.03974559454623204,0.15480494535753647,1
0.5026294254897192,-0.7709515529858584,0
-0.3725558174806439,0.9626954586215152,0
-0.14492226281148307,0.060220599708779604,1
0.18372798171727178,-0.10379126486910643,1
0.1645559313382018,0.04419551756076602,1
-0.8680073350299778,-0.42909977347969336,0
0.8842125033901134,-0.5269701567189999,0
-0.05583166844350061,-0.003071649905807196,1
-0.9037268536933051,-0.4198947184030997,0
1.1346275938970876,0.18259049687010598,0
-0.023326740106499516,-0.11728249816219319,1
-0.03562772366693184,-0.04845500508496722,1
-0.02726075450533716,0.1291420795141921,1
-1.1541959851909702,0.031106333851593795,0
-0.07865626568774729,0.13205728104089964,1
0.9376085677184959,-0.22598331097638225,0
-0.3347307976192301,0.9275569389583471,0
-0.9816068298935657,-0.2588360703942272,0
-0.01853040679373894,0.084347585837509,1
-1.0258690851400887,-0.24801304309973699,0
0.021371162810303365,-0.08091203855575652,1
0.9438489228624016,0.3007569910548743,0
-0.08356016487785377,-0.12634731237992303,1
-0.08604843368161455,-0.03343515600100051,1
0.01843953003749082,-0.13926126231514563,1
-0.7406868489296338,-0.668363363754615,0
-0.5669803260668824,0.734807473195753,0
1.015617901856125,-0.1568731517114238,0
0.08972124635792555,-1.0523962275655503,0
0.12381274956488109,0.1364674589788017,1
-0.021063119937942798,-0.07379024548802379,1
-0.04200361407366228,-0.07070881088469959,1
-0.9402633343061957,-0.10904028906048206,0
-0.04479660779256366,0.04889852050963241,1
-0.8495288482816841,0.17629393522944137,0
0.044537608341184705,-1.0686417418865328,0
-0.9207195083493039,-0.41494159982927425,0
-0.5923259696847742,-0.7883246761969681,0
-0.964139503086471,0.164919796606307,0
0.06506788155123015,-0.053940517334864074,1
-0.13291526355766356,-0.051529759233465866,1
0.07887614332947487,-0.08150980077112752,1
-0.029450250908711936,0.13893349257997495,1
0.05361302673850332,0.04771583289094488,1
-0.04167462490069307,-0.08389645960998884,1
-0.11910155722899948,-0.99613093403151,0
-0.41149602977842253,-0.8317344932422426,0
0.359750318250567,-0.9366428715312152,0
0.22018967480892876,-0.07508950582509373,1
-0.5479699121881613,-0.7992070758134158,0
0.4793403655050999,0.9024518665131512,0
0.942946995022437,-0.08747285312829414,0
-0.10488176847395816,-0.1624756437930423,1
0.07055321948286622,-0.20922952607429868,1
-0.17542309600280004,0.06496480034099113,1
0.7004118388718507,-0.7657925868713167,0
0.8094413170385645,0.5829380802469242,0
1.018294253437346,0.24479578434257754,0
-0.14264725743815243,0.09015607942782708,1
0.030927664712682504,0.12561197009009284,1
0.2905800194199683,-0.9628182433051918,0
0.8470647306773479,0.4300854700596145,0
-0.9854923203480775,0.08014471224786571,0
0.017488021971623895,-0.11189092526126801,1
-0.9850837779064419,0.20268143774631672,0
-0.09783461198980575,-0.12476421992774482,1
0.05198988390464336,-0.08825184476136669,1
-0.11385206752882691,-0.10557036022725454,1
-0.06662821332181883,0.07039933547385666,1
0.09378912592008742,0.009630639839695577,1
0.9888161096660923,0.06009321435078856,0
0.9195712381460307,0.4451146592284629,0
-0.9395976473194033,0.5175348497729787,0
0.07082813358390048,0.219480756377002,1
-0.036979224987851604,-0.005787271144770258,1
0.0032395169544901514,0.9333921589257758,0
0.6050469871364229,0.7650106132946549,0
0.43549429722569327,-0.8369504551325634,0
0.07172571656711596,-0.05067764042454707,1
-0.023562797726159906,-0.1815708900340847,1
-0.08926769779402363,1.0946491400038458,0
-0.11955227088064141,0.04702341504860333,1
