ReturnDate,TerritoryKey,ProductKey,ReturnQuantity
2021-07-28,7,377,1
2021-07-28,8,485,1
2021-07-29,8,462,1
2021-07-29,9,480,1
2021-07-29,9,487,1
2021-07-29,10,480,1
2021-07-30,8,604,1
2021-07-31,4,540,1
2021-07-31,7,220,1
2021-07-31,9,489,1
2021-08-01,4,487,1
2021-08-01,9,486,1
2021-08-02,4,477,1
2021-08-02,6,477,1
2021-08-02,9,539,1
2021-08-03,6,229,1
2021-08-03,6,537,1
2021-08-03,6,540,1
2021-08-04,1,478,1
2021-08-05,4,484,1
2021-08-05,4,528,1
2021-08-05,6,220,1
2021-08-06,8,529,1
2021-08-07,6,480,1
2021-08-07,9,375,1
2021-08-07,9,480,1
2021-08-07,10,479,1
2021-08-07,10,537,1
2021-08-08,1,536,1
2021-08-08,10,371,1
2021-08-09,9,373,1
2021-08-09,9,535,1
2021-08-09,9,540,1
2021-08-10,7,477,1
2021-08-10,9,220,1
2021-08-11,4,385,1
2021-08-11,6,477,1
2021-08-11,9,528,1
2021-08-12,1,528,1
2021-08-12,4,529,1
2021-08-12,4,535,1
2021-08-12,6,480,1
2021-08-12,8,477,1
2021-08-12,10,464,1
2021-08-12,10,565,1
2021-08-13,1,387,1
2021-08-13,4,478,1
2021-08-13,4,487,1
2021-08-13,6,529,1
2021-08-13,10,590,1
2021-08-14,6,235,1
2021-08-14,7,538,1
2021-08-14,8,214,1
2021-08-14,8,226,1
2021-08-14,8,530,1
2021-08-14,10,215,1
2021-08-15,1,528,1
2021-08-15,1,529,1
2021-08-15,1,536,1
2021-08-15,6,229,1
2021-08-15,6,478,1
2021-08-15,8,538,1
2021-08-15,10,226,1
2021-08-16,4,356,1
2021-08-16,4,485,1
2021-08-16,6,478,1
2021-08-17,4,220,1
2021-08-17,7,539,1
2021-08-17,9,529,1
2021-08-18,1,360,1
2021-08-18,7,477,1
2021-08-18,7,478,1
2021-08-19,4,477,2
2021-08-19,7,540,1
2021-08-19,8,223,1
2021-08-20,4,529,1
2021-08-20,8,220,1
2021-08-20,9,229,1
2021-08-20,9,529,1
2021-08-20,9,530,1
2021-08-21,1,214,1
2021-08-21,8,214,1
2021-08-22,4,220,1
2021-08-23,4,477,1
2021-08-23,10,362,1
2021-08-24,1,486,1
2021-08-24,1,535,1
2021-08-24,4,478,1
2021-08-24,4,480,1
2021-08-24,4,486,1
2021-08-24,4,528,1
2021-08-24,6,478,1
2021-08-24,9,214,1
2021-08-24,9,480,1
2021-08-24,10,480,1
2021-08-25,4,215,1
2021-08-25,4,232,1
2021-08-25,4,565,1
2021-08-25,7,487,1
2021-08-25,7,529,1
2021-08-25,9,540,1
2021-08-26,1,476,1
2021-08-26,7,362,1
2021-08-26,9,226,1
2021-08-26,9,466,1
2021-08-27,6,477,1
2021-08-27,8,477,1
2021-08-28,1,540,1
2021-08-28,4,575,1
2021-08-28,6,223,1
2021-08-28,6,477,1
2021-08-29,4,477,1
2021-08-29,4,489,1
2021-08-29,7,477,1
2021-08-29,7,529,1
2021-08-30,1,477,1
2021-08-30,1,480,2
2021-08-30,4,464,1
2021-08-30,6,482,1
2021-08-30,6,528,1
2021-08-30,7,539,1
2021-08-30,9,479,1
2021-08-30,9,529,1
2021-08-30,10,530,1
2021-08-31,1,480,1
2021-08-31,1,568,1
2021-08-31,7,530,1
2021-08-31,9,480,1
2021-09-01,1,220,1
2021-09-01,6,535,1
2021-09-02,7,478,1
2021-09-02,9,385,1
2021-09-03,1,477,1
2021-09-03,1,538,1
2021-09-03,4,466,1
2021-09-03,6,574,1
2021-09-03,9,362,1
2021-09-03,9,480,1
2021-09-03,9,528,1
2021-09-03,9,561,1
2021-09-04,6,477,1
2021-09-04,6,541,1
2021-09-04,7,528,1
2021-09-04,10,484,1
2021-09-05,1,477,1
2021-09-05,4,362,1
2021-09-05,4,537,1
2021-09-05,6,220,1
2021-09-05,9,477,1
2021-09-05,9,485,1
2021-09-06,1,214,1
2021-09-06,4,477,1
2021-09-06,4,478,1
2021-09-06,8,562,1
2021-09-06,9,480,1
2021-09-06,10,223,1
2021-09-07,4,220,1
2021-09-07,9,358,1
2021-09-08,6,475,1
2021-09-08,9,360,1
2021-09-08,9,538,1
2021-09-09,4,477,1
2021-09-09,7,477,1
2021-09-09,7,478,1
2021-09-09,8,480,1
2021-09-10,9,385,1
2021-09-10,9,528,1
2021-09-10,10,489,1
2021-09-10,10,529,1
2021-09-11,8,538,1
2021-09-11,9,480,1
2021-09-11,10,389,1
2021-09-12,4,214,1
2021-09-12,6,536,1
2021-09-13,4,358,1
2021-09-13,4,474,1
2021-09-13,6,477,1
2021-09-13,7,477,1
2021-09-13,9,478,1
2021-09-13,10,223,1
2021-09-14,10,537,1
2021-09-14,10,576,1
2021-09-15,1,387,1
2021-09-15,6,215,1
2021-09-15,6,479,1
2021-09-15,6,529,1
2021-09-15,10,529,1
2021-09-15,10,530,1
2021-09-16,1,478,1
2021-09-16,1,537,1
2021-09-16,4,477,1
2021-09-16,6,478,2
2021-09-16,6,529,1
2021-09-17,4,464,1
2021-09-17,6,464,1
2021-09-17,8,214,1
2021-09-18,1,540,1
2021-09-18,8,373,1
2021-09-18,9,529,1
2021-09-19,1,220,1
2021-09-19,1,389,1
2021-09-19,1,528,1
2021-09-19,6,538,1
2021-09-19,10,581,1
2021-09-20,6,387,1
2021-09-20,6,479,1
2021-09-20,10,477,1
2021-09-20,10,538,1
2021-09-21,1,538,1
2021-09-21,4,477,1
2021-09-21,7,480,1
2021-09-21,7,529,1
2021-09-22,4,535,1
2021-09-23,4,477,1
2021-09-23,6,464,1
2021-09-23,8,491,1
2021-09-23,10,541,1
2021-09-23,10,561,1
2021-09-24,1,232,1
2021-09-24,1,535,1
2021-09-24,6,474,1
2021-09-24,10,215,1
2021-09-25,1,539,1
2021-09-25,7,528,1
2021-09-26,1,483,1
2021-09-26,1,538,1
2021-09-26,1,593,1
2021-09-26,4,477,1
2021-09-26,4,485,1
2021-09-26,6,215,1
2021-09-26,8,529,1
2021-09-26,8,536,1
2021-09-26,8,582,1
2021-09-26,9,488,1
2021-09-27,8,528,1
2021-09-27,10,232,1
2021-09-28,1,477,1
2021-09-28,6,528,1
2021-09-28,8,229,1
2021-09-28,9,223,1
2021-09-29,6,528,1
2021-09-29,10,540,1
2021-09-30,1,471,1
2021-09-30,4,605,1
2021-09-30,6,528,2
2021-09-30,8,538,1
2021-09-30,9,605,1
2021-09-30,10,528,1
2021-10-01,4,478,1
2021-10-01,6,232,1
2021-10-01,10,358,1
2021-10-01,10,477,1
2021-10-01,10,528,1
2021-10-02,1,480,1
2021-10-02,1,535,1
2021-10-02,4,214,1
2021-10-02,4,529,1
2021-10-02,9,215,1
2021-10-02,10,529,1
2021-10-03,8,352,1
2021-10-04,4,479,1
2021-10-04,4,487,1
2021-10-04,6,480,1
2021-10-04,9,214,1
2021-10-05,1,485,1
2021-10-05,6,480,1
2021-10-05,10,466,1
2021-10-06,4,485,1
2021-10-06,9,223,1
2021-10-06,9,360,1
2021-10-06,9,477,1
2021-10-06,9,478,1
2021-10-06,9,488,1
2021-10-07,6,538,1
2021-10-07,10,235,1
2021-10-08,1,536,1
2021-10-08,4,477,1
2021-10-08,9,480,1
2021-10-08,9,540,1
2021-10-09,1,223,1
2021-10-09,1,478,1
2021-10-09,4,223,1
2021-10-09,7,229,1
2021-10-09,7,530,1
2021-10-09,8,235,1
2021-10-09,9,477,1
2021-10-09,10,464,1
2021-10-09,10,480,1
2021-10-09,10,529,1
2021-10-10,4,232,1
2021-10-10,4,464,1
2021-10-10,4,537,1
2021-10-10,9,478,1
2021-10-10,9,529,1
2021-10-10,9,535,1
2021-10-10,10,479,1
2021-10-10,10,535,1
2021-10-11,1,580,1
2021-10-11,4,528,1
2021-10-11,6,600,1
2021-10-11,9,530,1
2021-10-12,6,476,1
2021-10-12,6,537,1
2021-10-12,6,539,1
2021-10-12,9,360,1
2021-10-12,10,214,1
2021-10-12,10,215,1
2021-10-13,9,223,1
2021-10-13,9,383,1
2021-10-13,10,540,1
2021-10-14,1,581,1
2021-10-14,4,215,1
2021-10-14,9,477,1
2021-10-15,1,604,1
2021-10-15,10,352,1
2021-10-16,4,479,1
2021-10-16,4,485,1
2021-10-16,9,489,1
2021-10-16,10,381,1
2021-10-17,6,480,1
2021-10-17,8,530,1
2021-10-17,9,485,1
2021-10-17,9,538,1
2021-10-18,7,482,1
2021-10-19,4,589,1
2021-10-19,9,220,1
2021-10-19,9,354,1
2021-10-20,1,466,1
2021-10-20,1,480,1
2021-10-20,1,535,1
2021-10-20,9,464,1
2021-10-20,10,478,1
2021-10-21,1,223,1
2021-10-21,4,482,1
2021-10-21,6,215,1
2021-10-21,9,537,1
2021-10-21,9,539,1
2021-10-22,1,605,1
2021-10-22,6,530,1
2021-10-22,7,605,1
2021-10-22,9,479,1
2021-10-22,9,537,1
2021-10-23,1,223,1
2021-10-23,4,360,1
2021-10-23,4,485,1
2021-10-24,4,214,1
2021-10-24,7,466,1
2021-10-24,8,541,1
2021-10-25,4,540,1
2021-10-25,4,606,1
2021-10-25,9,477,1
2021-10-25,9,481,1
2021-10-25,10,485,1
2021-10-26,1,389,1
2021-10-26,1,528,1
2021-10-26,1,529,1
2021-10-26,1,530,1
2021-10-26,4,488,1
2021-10-26,8,478,1
2021-10-26,9,541,1
2021-10-27,6,220,1
2021-10-27,9,489,1
2021-10-28,4,223,1
2021-10-28,7,480,1
2021-10-28,7,484,1
2021-10-28,7,577,1
2021-10-28,9,220,1
2021-10-28,9,477,1
2021-10-28,10,471,1
2021-10-29,4,581,1
2021-10-29,6,541,1
2021-10-29,8,235,1
2021-10-29,9,538,1
2021-10-29,10,477,1
2021-10-30,4,537,1
2021-10-30,6,475,1
2021-10-30,9,358,1
2021-10-30,10,371,1
2021-10-31,1,596,1
2021-10-31,4,215,1
2021-10-31,7,530,1
2021-10-31,8,358,1
2021-10-31,8,528,1
2021-10-31,8,584,1
2021-10-31,9,604,1
2021-11-01,6,477,1
2021-11-01,6,478,1
2021-11-01,6,528,1
2021-11-01,6,529,1
2021-11-02,4,215,1
2021-11-02,6,360,1
2021-11-02,7,477,1
2021-11-02,9,214,1
2021-11-02,10,385,1
2021-11-03,4,474,1
2021-11-03,4,541,1
2021-11-03,8,375,1
2021-11-03,9,489,1
2021-11-04,4,466,1
2021-11-04,10,528,1
2021-11-05,1,478,1
2021-11-05,9,480,1
2021-11-05,10,529,1
2021-11-06,1,485,1
2021-11-06,4,477,2
2021-11-07,1,354,1
2021-11-07,4,477,2
2021-11-07,6,478,1
2021-11-07,6,540,1
2021-11-07,8,477,1
2021-11-07,9,477,1
2021-11-07,9,535,1
2021-11-07,9,537,1
2021-11-07,9,604,1
2021-11-08,1,478,1
2021-11-08,4,472,1
2021-11-08,10,536,1
2021-11-09,1,478,1
2021-11-09,7,220,1
2021-11-09,9,477,1
2021-11-09,10,477,1
2021-11-10,1,362,1
2021-11-10,4,530,1
2021-11-10,6,528,1
2021-11-10,7,479,1
2021-11-10,10,485,1
2021-11-11,1,220,1
2021-11-12,4,480,1
2021-11-12,6,606,1
2021-11-12,8,477,1
2021-11-12,9,535,1
2021-11-12,10,541,1
2021-11-13,1,479,1
2021-11-13,1,562,1
2021-11-13,9,375,1
2021-11-14,1,466,1
2021-11-14,1,589,1
2021-11-14,4,478,1
2021-11-14,7,215,1
2021-11-14,7,538,1
2021-11-14,9,537,1
2021-11-14,9,592,1
2021-11-14,10,215,1
2021-11-14,10,477,1
2021-11-15,1,480,1
2021-11-15,4,478,1
2021-11-15,4,560,1
2021-11-16,1,528,1
2021-11-16,4,538,1
2021-11-17,1,480,1
2021-11-17,6,605,1
2021-11-17,8,584,1
2021-11-17,9,487,1
2021-11-17,10,385,1
2021-11-18,1,479,1
2021-11-18,6,480,1
2021-11-18,7,220,1
2021-11-18,7,487,1
2021-11-18,8,541,1
2021-11-18,9,220,1
2021-11-18,10,529,1
2021-11-18,10,583,1
2021-11-18,10,584,1
2021-11-19,4,220,1
2021-11-19,4,377,1
2021-11-19,4,486,1
2021-11-19,4,541,1
2021-11-19,6,584,1
2021-11-19,8,214,1
2021-11-19,9,214,1
2021-11-19,9,582,1
2021-11-20,4,481,1
2021-11-20,6,462,1
2021-11-20,6,538,1
2021-11-20,8,529,1
2021-11-20,9,487,1
2021-11-21,1,220,1
2021-11-21,1,226,1
2021-11-21,4,362,1
2021-11-21,4,464,1
2021-11-22,4,356,1
2021-11-22,4,485,1
2021-11-22,6,220,1
2021-11-22,9,489,1
2021-11-22,10,214,1
2021-11-23,1,478,1
2021-11-23,1,479,1
2021-11-23,4,215,1
2021-11-23,4,476,1
2021-11-23,9,214,1
2021-11-24,1,220,1
2021-11-24,1,528,1
2021-11-24,9,536,1
2021-11-24,10,358,1
2021-11-24,10,478,1
2021-11-25,4,485,1
2021-11-25,6,484,1
2021-11-25,6,528,1
2021-11-26,4,529,1
2021-11-26,7,479,1
2021-11-26,8,484,1
2021-11-27,6,528,1
2021-11-27,9,462,1
2021-11-28,1,480,1
2021-11-28,1,483,1
2021-11-28,1,530,1
2021-11-28,4,477,1
2021-11-28,9,215,1
2021-11-28,9,589,1
2021-11-28,10,477,1
2021-11-28,10,478,1
2021-11-29,1,535,1
2021-11-29,10,477,1
2021-11-29,10,479,1
2021-11-30,1,476,1
2021-11-30,4,214,1
2021-11-30,4,535,1
2021-11-30,7,476,1
2021-11-30,9,606,1
2021-12-01,1,215,1
2021-12-01,6,535,1
2021-12-01,7,220,1
2021-12-01,7,586,1
2021-12-01,8,223,1
2021-12-01,8,477,1
2021-12-01,9,214,1
2021-12-01,9,540,1
2021-12-02,6,474,1
2021-12-03,1,528,1
2021-12-03,1,535,1
2021-12-03,6,464,1
2021-12-03,6,528,1
2021-12-03,9,488,1
2021-12-03,10,220,1
2021-12-04,1,478,1
2021-12-04,1,539,1
2021-12-04,8,477,1
2021-12-04,9,529,1
2021-12-05,4,214,1
2021-12-05,4,528,1
2021-12-05,6,478,1
2021-12-05,8,385,1
2021-12-05,9,477,1
2021-12-05,10,214,1
2021-12-05,10,215,1
2021-12-06,1,528,1
2021-12-06,4,215,1
2021-12-06,6,485,1
2021-12-06,8,563,1
2021-12-07,4,466,1
2021-12-07,4,528,1
2021-12-07,4,540,1
2021-12-07,6,474,1
2021-12-07,7,220,1
2021-12-07,7,595,1
2021-12-07,9,564,1
2021-12-07,10,598,1
2021-12-08,4,214,1
2021-12-08,9,490,1
2021-12-08,9,577,1
2021-12-08,10,462,1
2021-12-09,4,223,1
2021-12-09,4,480,1
2021-12-09,4,530,1
2021-12-09,4,537,1
2021-12-09,6,471,1
2021-12-09,6,475,1
2021-12-09,8,479,1
2021-12-09,9,479,1
2021-12-09,9,530,1
2021-12-10,7,537,1
2021-12-10,9,478,1
2021-12-11,1,371,1
2021-12-11,9,476,1
2021-12-11,9,477,1
2021-12-12,4,220,1
2021-12-12,6,214,1
2021-12-12,7,214,1
2021-12-12,7,530,1
2021-12-12,7,536,1
2021-12-12,8,478,1
2021-12-12,10,485,1
2021-12-13,1,480,1
2021-12-13,1,485,1
2021-12-13,4,535,1
2021-12-13,6,529,1
2021-12-13,8,223,1
2021-12-13,9,486,1
2021-12-13,9,530,1
2021-12-14,1,540,1
2021-12-14,4,479,1
2021-12-14,6,220,1
2021-12-15,1,362,1
2021-12-15,1,478,1
2021-12-15,6,577,1
2021-12-15,7,489,1
2021-12-15,8,528,1
2021-12-15,8,538,1
2021-12-15,9,535,1
2021-12-15,9,572,1
2021-12-15,10,480,1
2021-12-16,1,480,1
2021-12-16,6,530,1
2021-12-16,9,385,1
2021-12-16,10,484,1
2021-12-17,1,474,1
2021-12-17,1,539,1
2021-12-17,4,220,1
2021-12-17,4,583,1
2021-12-17,6,528,1
2021-12-17,6,537,1
2021-12-17,10,477,1
2021-12-18,1,358,1
2021-12-18,6,477,1
2021-12-19,8,220,1
2021-12-19,9,576,1
2021-12-19,10,356,1
2021-12-20,1,529,1
2021-12-20,6,478,1
2021-12-20,8,223,1
2021-12-20,9,535,1
2021-12-20,10,575,1
2021-12-21,1,477,1
2021-12-21,6,360,1
2021-12-21,7,477,1
2021-12-21,10,480,1
2021-12-22,1,385,1
2021-12-23,4,215,1
2021-12-23,4,477,1
2021-12-23,4,488,1
2021-12-23,7,215,1
2021-12-23,9,484,1
2021-12-24,1,480,1
2021-12-24,1,537,1
2021-12-24,1,539,1
2021-12-24,4,481,1
2021-12-24,6,462,1
2021-12-24,6,477,1
2021-12-24,9,529,1
2021-12-24,9,530,1
2021-12-25,1,214,1
2021-12-25,1,220,1
2021-12-25,4,476,1
2021-12-25,4,588,1
2021-12-25,7,215,1
2021-12-25,8,223,1
2021-12-25,9,229,1
2021-12-25,9,530,1
2021-12-25,10,232,1
2021-12-26,1,232,1
2021-12-26,1,479,1
2021-12-26,4,214,1
2021-12-26,6,528,1
2021-12-26,8,479,1
2021-12-26,9,387,1
2021-12-26,10,528,1
2021-12-27,6,528,1
2021-12-27,9,479,1
2021-12-27,9,480,1
2021-12-28,1,584,1
2021-12-28,4,214,1
2021-12-28,4,538,1
2021-12-28,6,537,1
2021-12-28,7,477,1
2021-12-28,8,214,1
2021-12-28,9,562,1
2021-12-28,9,605,1
2021-12-29,1,484,1
2021-12-29,1,528,1
2021-12-30,1,215,1
2021-12-30,1,535,1
2021-12-30,1,540,1
2021-12-30,4,381,1
2021-12-30,4,484,1
2021-12-30,6,482,1
2021-12-30,7,229,1
2021-12-31,4,223,1
2021-12-31,4,537,1
2021-12-31,6,539,1
2021-12-31,7,477,1
2021-12-31,8,580,1
2021-12-31,10,479,1
2022-01-01,6,528,1
2022-01-01,9,477,1
2022-01-01,9,479,2
2022-01-01,9,528,1
2022-01-01,10,485,1
2022-01-02,1,537,1
2022-01-02,4,215,1
2022-01-02,4,479,1
2022-01-02,8,214,1
2022-01-02,8,528,1
2022-01-02,9,214,1
2022-01-02,9,561,1
2022-01-03,1,487,1
2022-01-03,4,485,1
2022-01-03,6,477,1
2022-01-03,7,540,1
2022-01-03,8,480,1
2022-01-03,9,477,1
2022-01-04,4,536,1
2022-01-04,9,484,1
2022-01-05,1,479,1
2022-01-05,6,536,1
2022-01-05,7,214,1
2022-01-05,10,480,1
2022-01-06,7,479,1
2022-01-06,7,486,1
2022-01-06,9,223,1
2022-01-06,9,385,1
2022-01-07,1,220,1
2022-01-07,1,490,1
2022-01-07,7,373,1
2022-01-08,1,480,1
2022-01-08,1,489,1
2022-01-08,8,485,1
2022-01-08,10,535,1
2022-01-09,4,478,1
2022-01-09,4,479,1
2022-01-09,6,474,1
2022-01-09,9,214,1
2022-01-10,1,220,1
2022-01-10,4,577,1
2022-01-10,6,462,1
2022-01-10,6,536,1
2022-01-10,6,538,1
2022-01-10,8,215,1
2022-01-10,10,535,1
2022-01-11,1,484,1
2022-01-11,1,588,1
2022-01-11,4,529,1
2022-01-11,4,537,1
2022-01-11,7,220,1
2022-01-11,7,478,1
2022-01-11,9,215,1
2022-01-11,9,477,1
2022-01-11,9,484,1
2022-01-11,9,576,1
2022-01-11,10,464,1
2022-01-12,4,484,1
2022-01-12,6,537,1
2022-01-12,9,473,1
2022-01-12,9,479,1
2022-01-13,4,529,1
2022-01-13,9,473,1
2022-01-14,1,358,1
2022-01-14,6,485,1
2022-01-14,9,371,1
2022-01-14,10,229,1
2022-01-14,10,529,1
2022-01-15,1,232,1
2022-01-15,1,541,1
2022-01-15,6,477,1
2022-01-15,7,538,1
2022-01-15,8,530,1
2022-01-15,9,360,1
2022-01-15,9,488,1
2022-01-15,9,529,1
2022-01-15,10,478,1
2022-01-16,9,540,1
2022-01-16,10,588,1
2022-01-17,4,214,1
2022-01-17,4,220,1
2022-01-17,4,528,1
2022-01-17,6,477,1
2022-01-17,6,529,1
2022-01-17,8,484,1
2022-01-17,9,477,1
2022-01-17,9,485,1
2022-01-18,1,528,1
2022-01-18,4,487,1
2022-01-18,4,528,1
2022-01-18,6,481,2
2022-01-18,8,220,1
2022-01-18,9,471,1
2022-01-18,9,474,1
2022-01-18,9,477,1
2022-01-18,10,529,1
2022-01-19,1,478,1
2022-01-19,9,214,1
2022-01-19,9,541,1
2022-01-19,10,475,1
2022-01-19,10,539,1
2022-01-20,7,229,1
2022-01-20,8,484,1
2022-01-20,8,538,1
2022-01-20,9,485,1
2022-01-20,10,215,1
2022-01-20,10,573,1
2022-01-21,4,477,1
2022-01-21,7,214,1
2022-01-21,8,529,1
2022-01-21,9,489,1
2022-01-21,10,479,1
2022-01-22,4,529,1
2022-01-22,6,535,1
2022-01-22,6,540,1
2022-01-22,8,529,1
2022-01-22,9,215,1
2022-01-22,9,477,1
2022-01-22,10,215,1
2022-01-23,6,223,1
2022-01-23,7,530,1
2022-01-24,6,214,1
2022-01-24,9,477,2
2022-01-25,1,529,1
2022-01-25,6,479,1
2022-01-26,4,480,1
2022-01-26,4,530,1
2022-01-26,6,226,1
2022-01-26,6,477,1
2022-01-26,6,537,1
2022-01-26,7,537,1
2022-01-27,1,472,1
2022-01-27,1,528,1
2022-01-27,6,485,1
2022-01-28,1,537,1
2022-01-28,4,485,1
2022-01-28,6,536,1
2022-01-28,8,477,1
2022-01-28,9,358,1
2022-01-28,9,371,1
2022-01-28,9,487,1
2022-01-28,10,481,1
2022-01-28,10,530,1
2022-01-29,4,606,1
2022-01-29,6,528,1
2022-01-29,6,537,1
2022-01-29,7,536,1
2022-01-29,9,466,1
2022-01-29,10,530,1
2022-01-30,4,528,1
2022-01-30,9,462,1
2022-01-31,4,477,1
2022-01-31,6,537,1
2022-01-31,8,479,1
2022-01-31,8,535,1
2022-02-01,1,477,1
2022-02-01,1,480,1
2022-02-01,1,600,1
2022-02-01,4,477,1
2022-02-01,4,485,1
2022-02-01,7,223,1
2022-02-01,9,528,1
2022-02-02,7,477,1
2022-02-02,8,232,1
2022-02-02,10,529,1
2022-02-02,10,538,1
2022-02-03,10,480,1
2022-02-04,4,529,1
2022-02-04,8,480,2
2022-02-04,9,560,1
2022-02-05,4,477,1
2022-02-05,4,541,1
2022-02-05,6,214,1
2022-02-05,6,478,1
2022-02-05,6,481,1
2022-02-05,6,535,1
2022-02-05,9,478,1
2022-02-05,9,604,1
2022-02-06,1,223,1
2022-02-06,1,485,1
2022-02-06,4,479,1
2022-02-06,4,528,1
2022-02-06,4,530,1
2022-02-06,4,539,1
2022-02-06,8,535,1
2022-02-06,10,487,1
2022-02-06,10,600,1
2022-02-07,1,582,1
2022-02-07,4,476,1
2022-02-07,4,487,1
2022-02-07,8,539,1
2022-02-07,8,562,1
2022-02-07,9,472,1
2022-02-07,9,528,1
2022-02-07,10,478,1
2022-02-07,10,539,1
2022-02-08,4,215,1
2022-02-08,4,478,1
2022-02-08,6,478,1
2022-02-08,7,215,1
2022-02-08,9,477,1
2022-02-09,7,377,1
2022-02-09,7,477,1
2022-02-09,8,226,1
2022-02-10,1,223,1
2022-02-10,7,481,1
2022-02-11,1,476,1
2022-02-11,6,477,1
2022-02-11,6,478,2
2022-02-11,6,529,1
2022-02-11,7,356,1
2022-02-11,10,539,1
2022-02-12,1,477,1
2022-02-12,4,477,1
2022-02-12,4,480,1
2022-02-12,6,485,1
2022-02-12,7,529,1
2022-02-12,9,480,1
2022-02-12,9,485,1
2022-02-12,10,479,1
2022-02-13,7,529,1
2022-02-13,9,214,1
2022-02-13,9,528,1
